names,brand,score,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,review_text,url,with_milk,acidity
JBC Coffee Roasters,Bella Carmona Guatemala,92,"Madison, Wisconsin","Antigua growing region, Guatemala",Light,62/80,$17.00/12 ounces,September 2021,9,8,8,9,8," JBC Coffee Roasters  -  Blind Assessment: Richly sweet-savory, citrus-toned. Tangerine zest, maple syrup, pistachio, rhododendron, baking chocolate in aroma and cup. Balanced structure with gentle, round acidity; full, lightly syrupy mouthfeel. The quiet finish is carried by notes of baking chocolate and pistachio.  -  Notes: Produced by Luis Pedro Zelaya Zamora entirely of the Bourbon variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.  -  The Bottom Line: A quietly confident Guatemala cup produced by highly regarded Bella Carmona farm — crisply chocolaty, citrusy, richly bittersweet.  - ",https://www.coffeereview.com/review/bella-carmona-guatemala-4/,NA,NA
JBC Coffee Roasters,Pluma Hidalgo Mexico,92,"Madison, Wisconsin","Pluma Hidalgo, Oaxaca State, Mexico",Medium-Light,60/78,$16.00/12 ounces,September 2021,9,8,8,9,8," JBC Coffee Roasters  -  Blind Assessment: Crisply sweet-tart. Almond butter, yellow plum, milk chocolate, clover flowers, a hint of thyme in aroma and cup. Sweet-toned structure with mild acidity; satiny, delicate mouthfeel. The sweetly nut-toned finish is supported by notes of chocolate and thyme.  -  Notes: Produced by the Casimiro Garcia Lopez family entirely of the Pluma Hidalgo variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.  -  The Bottom Line: A subtly complex Mexico cup, multi-layered and balanced.  - ",https://www.coffeereview.com/review/pluma-hidalgo-mexico/,NA,NA
Mr. Chao Coffee,Kenya 168,93,"New Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/78,NT $260/200 grams,September 2021,9,9,8,9,8," Mr. Chao Coffee  -  Blind Assessment: Crisply sweet-savory. Date, hop flowers, tamarind, oak, cane sugar in aroma and cup. Richly bittersweet structure with lively acidity; velvety-smooth mouthfeel. Sweetly tart finish leads with tamarind notes, supported by sweet aromatic wood.  -  Notes: Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Mr. Chao Coffee is a subsidiary of Intekeco Co., Ltd, based in New Taipei City, Taiwan, which provides both green and roasted coffee to wholesale and retail clients. Visit https://chao-coffee.webnode.tw/zh-tw/ for more information.  -  The Bottom Line: A savory-leaning Kenya cup — bittersweet with appealing floral tartness rounded by notes of rich cane sugar.  - ",https://www.coffeereview.com/review/kenya-168/,NA,NA
Mr. Chao Coffee,Kenya SHI,93,"New Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/76,NT $260/200 grams,September 2021,9,9,8,9,8," Mr. Chao Coffee  -  Blind Assessment: Richly sweet-tart. Black currant, almond, cocoa nib, freesia, maple syrup, cedar in aroma and cup. Brightly sweet structure with juicy acidity; crisp, satiny mouthfeel. Nut-toned finish with cedar undertones.  -  Notes: Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Mr. Chao Coffee is a subsidiary of Intekeco Co., Ltd, based in New Taipei City, Taiwan, which provides both green and roasted coffee to wholesale and retail clients. Visit https://chao-coffee.webnode.tw/zh-tw/ for more information.  -  The Bottom Line: A balanced, vibrant Kenya cup with particularly inviting, high-toned acidity.  - ",https://www.coffeereview.com/review/kenya-shi/,NA,NA
Fresh Roasted Coffee,Rwanda Abakundakawa,92,"Sunbury, Pennsylvania","Karongi District, western Rwanda",Medium-Light,54/72,$15.95/12 ounces,September 2021,9,8,9,9,7," Fresh Roasted Coffee  -  Blind Assessment: Sweet-toned, gently floral. Baking chocolate, honeysuckle, almond, fresh-cut fir, brown sugar in aroma and cup. Sweet structure with brisk acidity; full, velvety mouthfeel. Gently drying, wood-framed finish with undertones of baking chocolate and almond.  -  Notes: Produced by smallholding members of the Misozi Kopaki Cooperative entirely of the Bourbon variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA Organic and Fair Trade-certified. Founded in 2009, Fresh Roasted Coffee is committed to quality, service and sustainability. The company offers affordable, high-quality, freshly roasted specialty coffees. Visit www.freshroastedcoffee.com for more information.  -  The Bottom Line: Gently crisp chocolate and honeysuckle-like floral notes animate this Rwanda Bourbon cup.  - ",https://www.coffeereview.com/review/rwanda-abakundakwa/,NA,NA
Eagle Valley Coffee,Hero Blend Espresso,92,"Yuanlin, Taiwan",Colombia; Ethiopia; Brazil; Costa Rica,Medium-Light,52/70,NT $250/227 grams,September 2021,9,NA,8,8,8," Eagle Valley Coffee  -  Blind Assessment: Evaluated as espresso. Deep-toned, chocolaty, fruit-forward. Chocolate fudge, ripe blueberry, fir, molasses, gardenia in aroma and small cup. Crisp, velvety mouthfeel; chocolaty finish supported by notes of fresh-cut fir. In three parts milk richly fruit-centered with blueberry and chocolate fudge notes front and center.  -  Notes: A blend of natural- and honey-processed coffees from four different origins. Eagle Valley Coffee is a Taiwan-based coffee shop and roastery specializing in online sales of high-quality microlot coffees. Visit Eagle Valley Coffee on Facebook for more information.  -  The Bottom Line: A fruit-driven blend of natural- and honey-processed coffees roasted for espresso — rich, floral, fruity, sweet.  - ",https://www.coffeereview.com/review/hero-blend-espresso/,9,NA
Metropolis Coffee,House Blend,91,"Chicago, Illinois","Antioquia Department, Colombia",Medium,42/60,$10.99/10.5 ounces,September 2021,9,8,8,9,7," Metropolis Coffee  -  Blind Assessment: Richly chocolaty, floral-toned. Dark chocolate, magnolia, almond, caramel, cedar in aroma and cup. Sweet structure with mild acidity; delicate, velvety mouthfeel. A simple finish consolidates to notes of cedar and almond.  -  Notes: A blend of washed-process coffees from Colombia available at Target, Kroger, Mariano’s and several independent grocers in the Chicago area. Metropolis Coffee’s motto is “Great coffee for everyone.” The Chicago-based roaster specializes in affordable, high-quality single-origins and blends. Visit www.metropoliscoffee.com for more information.  -  The Bottom Line: A sweetly nut- and floral-toned blend of Colombia coffees, pleasingly straightforward.   - ",https://www.coffeereview.com/review/house-blend-19/,NA,NA
Metropolis Coffee,Breakfast Blend,90,"Chicago, Illinois","Antioquia Department, Colombia",Medium-Light,56/75,$10.99/10.5 ounces,September 2021,8,8,8,8,8," Metropolis Coffee  -  Blind Assessment: Crisply cocoa-toned. Baking chocolate, almond nougat, carnation, golden raisin, cedar in aroma and cup. Sweet-toned with brisk acidity; silky-smooth mouthfeel. Nut-toned finish with hints of baking chocolate and golden raisin.  -  Notes: A blend of washed-process coffees from Colombia available at Target, Kroger, Mariano’s and several independent grocers in the Chicago area. Metropolis Coffee’s motto is “Great coffee for everyone.” The Chicago-based roaster specializes in affordable, high-quality single-origins and blends. Visit www.metropoliscoffee.com for more information.  -  The Bottom Line: A friendly, accessible breakfast blend roasted to medium-light with crisp chocolate and sweet nut tones throughout.  - ",https://www.coffeereview.com/review/breakfast-blend-2/,NA,NA
Fresh Roasted Coffee,El Salvador Finca Hungria,92,"Sunbury, Pennsylvania","Santa Ana Department, El Salvador",Medium-Light,55/73,$14.95/12 ounces,September 2021,9,8,8,9,8," Fresh Roasted Coffee  -  Blind Assessment: Sweetly nut-toned. Hazelnut, red apple, baking chocolate, magnolia, molasses in aroma and cup. Sweet structure with gentle, round acidity; crisp, lightly satiny mouthfeel. Nut-toned finish with crisp chocolate undertones.  -  Notes: Certified USDA Organic and Rainforest Alliance-certified. Produced by the Olveira family at Finca Hungria from trees of the Bourbon, Caturra, Pacas and Catimor varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Founded in 2009, Fresh Roasted Coffee is committed to quality, service and sustainability. The company offers affordable, high-quality, freshly roasted specialty coffees. Visit www.freshroastedcoffee.com for more information.  -  The Bottom Line: A friendly, accessible El Salvador cup with richly sweet nut tones anchoring aroma and flavor.  - ",https://www.coffeereview.com/review/el-salvador-finca-hungria/,NA,NA
Le Brewlife,Panama Geisha,94,"Taichung, Taiwan","Chiriquí, Panama",Light,62/82,NT $1780/250 grams,September 2021,9,9,9,9,8," Le Brewlife  -  Blind Assessment: Confident, balanced, bright. Lilac, cocoa nib, red plum, sandalwood, maple syrup in aroma and cup. Richly sweet structure with juicy, vibrant acidity; very full, syrupy-smooth mouthfeel. Crisp, smooth finish centered around notes of cocoa nib and sandalwood with lilac and plum undertones.   -  Notes: Produced at Finca Altieri entirely of the celebrated Geisha variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Le Brewlife is a specialty coffee roaster based in Taichung, Taiwan. Visit www.lebrewlife.co for more information.  -  The Bottom Line: A classic washed Panama Geisha cup with pretty floral and stone fruit aromatics and a rich cocoa throughline.  - ",https://www.coffeereview.com/review/panama-geisha-5/,NA,NA
Le Brewlife,Brazil COE,92,"Taichung, Taiwan","Vale da Grama, Minas Gerais State, Brazil",Medium-Light,58/74,NT $570/250 grams,September 2021,9,8,8,9,8," Le Brewlife  -  Blind Assessment: Gently fruit-toned, sweetly earthy. Golden raisin, hazelnut, freesia-like flowers, cedar, fresh leather in aroma and cup. Sweet-savory with round, fruity acidity; crisp, velvety mouthfeel. Finish consolidates to notes of golden raisin and fresh leather.  -  Notes: Produced at Fazenda Rainha entirely of the Yellow Bourbon variety of Arabica and processed by the natural method (beans are dried in the whole fruit). Le Brewlife is a specialty coffee roaster based in Taichung, Taiwan. Visit www.lebrewlife.co for more information.  -  The Bottom Line: A friendly Brazil cup with leading notes of dried fruit and undertones of spicy florals and fresh leather.  - ",https://www.coffeereview.com/review/brazil-coe/,NA,NA
Le Brewlife,Alishan Taiwan,90,"Taichung, Taiwan","Alishan, Taiwan",Medium-Light,56/72,NT $1580/250 grams,September 2021,8,8,8,8,8," Le Brewlife  -  Blind Assessment: Crisply cocoa-toned. Baking chocolate, magnolia, pie cherry, oak, cane sugar in aroma and cup. Sweet structure with brisk acidity; crisp, silky mouthfeel. Cocoa-driven finish with undertones of oak and cane sugar.  -  Notes: Produced at Zhou Zhu Yuan farm entirely of the So’ngna variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Le Brewlife is a specialty coffee roaster based in Taichung, Taiwan. Visit www.lebrewlife.co for more information.  -  The Bottom Line: An accessible, crisply sweet Taiwan cup with subtle depth.  - ",https://www.coffeereview.com/review/alishan-taiwan/,NA,NA
GK Coffee,Guatemala COE-NW#2 Sierra Roja Geisha Washed,96,"Yilan, Taiwan","San Cristobal Acasaguastlán, El Progreso, Sierra de las Minas, Guatemala",Medium-Light,60/80,NT $600/100 grams,September 2021,9,10,9,9,9," GK Coffee  -  Blind Assessment: Complex, multi-layered, richly floral-toned. Lilac, rose hips, tangerine zest, Marcona almond, cocoa nib in aroma and cup. Balanced, high-toned structure with lyrically vibrant acidity; plush, very syrupy mouthfeel. Long, lingering, flavor-saturated finish that carries through on the promise of the cup.   -  Notes: Produced by Lorena Castillo Castellanos of Sierra Roja Farm entirely of the Geisha variety of Arabica, and processed by the washed method (fruit skin and flesh are removed before beans are dried). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]  -  The Bottom Line: A focused, superbly confident Guatemala Geisha with exuberant florals, richly bittersweet citrus zest, and deep cocoa notes — coffee in technicolor.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-coe-nw2-sierra-roja-geisha-washed/,NA,NA
Nostalgia Coffee Roasters,Guatemala La Voz,94,"San Diego, California","San Juan La Laguna, Lake Atitlan, Guatemala",Medium-Light,58/76,$21.00/12 ounces,September 2021,9,9,9,9,8," Nostalgia Coffee Roasters  -  Blind Assessment: Bright, juicy, balanced. Pink grapefruit zest, dark chocolate, candy apple, freesia-like flowers, cedar in aroma and cup. Sweet-tart structure with lively acidity; silky, viscous mouthfeel. Chocolaty, citrus-toned finish supported by notes of fresh-cut cedar.  -  Notes: Produced by smallholding members of La Voz que Clama en el Desierto cooperative, from the Typica, Bourbon and Caturra varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed before beans are dried). Nostalgia Coffee Roasters was founded by Taylor Fields in 2018 as a mobile café; it has since added specialty roasting and online sales of select fine coffees. Visit www.nostalgiacoffeeroasters.com for more information.

   -  The Bottom Line: A chocolaty, citrusy-tart cup with spicy floral undertones and vibrant acidity and mouthfeel.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-la-voz/,NA,NA
Equator Coffees,Guatemala El Injerto Pacamara,93,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,57/74,$19.00/6 ounces,September 2021,9,8,9,9,8," Equator Coffees  -  Blind Assessment: Nuanced, richly bittersweet. Dark chocolate, hop flowers, apricot, brown sugar, sandalwood in aroma and cup. Sweet-savory structure with crisp, round acidity; satiny-smooth mouthfeel. Chocolaty finish with undertones of apricot and sandalwood.   -  Notes: Produced by Arturo Aguirre of El Injerto Farm entirely of the Pacamara variety of Arabica, and processed by the washed method (fruit skin and flesh are removed before beans are dried). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.

   -  The Bottom Line: A classic Pacamara cup: deep-toned, richly savory, holistically sweet.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-el-injerto-pacamara-2/,NA,NA
Green Stone Coffee,Guatemala Geisha,93,"Taipei, Taiwan","El Progresso, Sierra de las Minas, eastern Guatemala",Medium-Light,56/72,NT $1200/225 grams,September 2021,9,9,8,9,8," Green Stone Coffee  -  Blind Assessment: Intensely fruit-centered, bright. Passion fruit, cocoa nib, ginger blossom, oak, lime zest in aroma and cup. Tart-leaning structure with citrusy acidity; crisp, velvety mouthfeel. Quietly fruit-driven finish.  -  Notes: Produced at Finca La Bella Farm entirely of the Geisha variety of Arabica and processed by the washed method (fruit skin and flesh are removed before beans are dried). Green Stone Coffee is a woman-owned artisan roastery in Taipei, Taiwan founded in 2016 and specializing in sourcing distinctive coffees that express their individual terroirs. Visit greenstone-coffee.com for more information.

   -  The Bottom Line: A bright, juicy cup for lovers of high-toned coffees — think tropical fruit medley tempered by cocoa nib and oak.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-geisha/,NA,NA
Kakalove Cafe,Guatemala Finca El Principito Yellow Catuai,93,"Chia-Yi, Taiwan","Fraijanes, central Guatemala",Medium-Light,60/80,NT $260/8 ounces,September 2021,9,8,9,9,8," Kakalove Cafe  -  Blind Assessment: Cocoa-and spice-toned. Cocoa powder, black cherry, fresh-cut oak, pistachio, baking spices in aroma and cup. Sweet structure with balanced acidity; full, syrupy mouthfeel. The finish is nutty and cocoa-driven, supported by notes of black cherry and oak.  -  Notes: Produced by Omar Pimentel of Finca El Principito entirely of the Yellow Catuai variety of Arabica, and processed by the washed method (fruit skin and flesh are removed before beans are dried). Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.

   -  The Bottom Line: A harmonious washed Guatemala with pleasing notes of cocoa, dark stone fruit and a mélange of baking spices.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-finca-el-principito-yellow-catuai/,NA,NA
Novo Coffee Roasters,Guatemala El Mirador,93,"Denver, Colorado","Huehuetenango Department, Guatemala",Medium-Light,58/80,$19.00/12 ounces,September 2021,9,9,8,9,8," Novo Coffee Roasters  -  Blind Assessment: Deeply sweet-savory, chocolate-toned. Dark chocolate, pear, praline, magnolia, a hint of thyme in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, syrupy mouthfeel. The gently drying finish is very chocolaty with undertones of praline and magnolia.  -  Notes: Produced by smallholding farmers around the Sierra de los Cuchumatanes mountain range from trees of the Caturra, Bourbon and Catuaí varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed before beans are dried). Novo Coffee is a quality-oriented boutique roasting company with a roastery open to the public and four cafes in the Denver, Colorado metropolitan area. Visit www.novocoffee.com or call 303-295-7678 for more information  -  The Bottom Line: A particularly chocolaty Guatemala cup with a compelling savory throughline suggesting thyme that balances the cup’s rich sweetness.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-el-mirador/,NA,NA
States Coffee,Guatemala Pache,93,"Martinez, California","Santa Barbara, Huehuetenango, Guatemala",Medium-Light,58/78,$12.00/8 ounces,September 2021,9,8,9,9,8," States Coffee  -  Blind Assessment: Vibrantly sweet, subtly complex. Apricot, baking chocolate, hazelnut, hyacinth, cane sugar in aroma and cup. Sweetly tart structure with pert acidity; smooth, syrupy mouthfeel. Cocoa-toned finish supported by notes of stone fruit and hazelnut.  -  Notes: Produced by Bernabe Calmo Sales entirely of the Red and Yellow Pache varieties of Arabica and processed by the washed method (fruit skin and flesh are removed before beans are dried). Founded in 2015, States Coffee is a community-focused coffee and bread company in the San Francisco Bay Area of California featuring coffee roasted in-house and artisan-baked goods. Products are available in-store only. Visit www.statescoffee.com for more information.

   -  The Bottom Line: A classic washed Guatemala cup: balanced, bright and vibrant, with throughlines of stone fruit, sweet nut tones, and baking chocolate.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-pache/,NA,NA
Magnolia Coffee,Guatemala Finca San Gerardo,92,"Charlotte, North Carolina","Lake Amatitlán region, south-central Guatemala",Medium-Light,54/74,$15.00/12 ounces,September 2021,9,8,8,9,8," Magnolia Coffee  -  Blind Assessment: Richly sweet, deep-toned. Honeysuckle, date, hazelnut, agave syrup, cedar in aroma and cup. Crisply sweet structure with soft acidity; crisply satiny mouthfeel. The floral-toned finish leads with notes of honeysuckle and hazelnut rounding to sweet date and cedar in the long.  -  Notes: Produced by Jesus Recinos entirely from trees of the Bourbon variety of Arabica and processed by the washed method (fruit skin and flesh are removed before beans are dried). Magnolia Coffee is a Charlotte-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs. Visit www.magnoliacoffeeco.com for more information.  -  The Bottom Line: A balanced, floral-toned cup with undertones of dried fruit and creamy hazelnut.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-finca-san-gerardo-2/,NA,NA
Plat Coffee Roastery,Guatemala Finca Granada Natural,92,"Hong Kong, China","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,58/76,$25.00/8 ounces,September 2021,9,8,8,9,8," Plat Coffee Roastery  -  Blind Assessment: Briskly sweet-savory. Pie cherry, lavender, cocoa nib, cashew butter, apple blossom in aroma and cup. Richly bittersweet structure lifted by juicy acidity; smooth, satiny mouthfeel. The crisp finish consolidates to cocoa nib and cashew.  -  Notes: Comprised of the Bourbon and Caturra varieties of Arabica and processed by the natural method (dried in the whole fruit). Plat Coffee is a specialty roaster and café in Hong Kong. For more information, visit https://www.platcoffee.com.  -  The Bottom Line: A sweetly nutty, richly bittersweet natural-processed Guatemala cup given levity by sweetly tart stone fruit notes and sweet and spicy florals.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/guatemala-finca-granada-natural/,NA,NA
Qin Mi Coffee,Acatenango Pacamara Natural,92,"Taoyuan City, Taiwan","Acatenango Valley, Guatemala",Medium-Light,56/74,NT $650/227 grams,September 2021,8,8,9,9,8," Qin Mi Coffee  -  Blind Assessment: Cleanly fruit-forward, chocolaty. Dark chocolate, dried persimmon, halvah, cedar, honey in aroma and cup. Gently bittersweet structure with brisk acidity; very full, syrupy-smooth mouthfeel. Fruit- and chocolate-toned finish, crisp and long.  -  Notes: A natural-processed (dried in the whole fruit) Pacamara coffee imported by Full Sweet Coffee. Founded by longtime roaster Hank Tseng, Qin Mi Coffee is a roastery and cafe with the goal of providing guests the utmost in hospitality and quality. Visit https://shopee.tw/a5190829 for more information.  -  The Bottom Line: A delicate, richly aromatic natural-processed Guatemala cup with leading notes of dried fruit and rich chocolate.  -  This review originally appeared in the September, 2021 tasting report: Tradition, Diversity & Measured Innovation Elevate Guatemala Coffees  - ",https://www.coffeereview.com/review/acatenango-pacamara-natural/,NA,NA
Plat Coffee Roastery,Cafe Granja La Esperanza Sudan Rume,94,"Hong Kong, China","Caicedonia, Valle del Cauca Department, Colombia",Medium-Light,59/77,$30.00/6 ounces,September 2021,9,9,9,9,8," Plat Coffee Roastery  -  Blind Assessment: Multi-layered, rich, intricately sweet. Lemon balm, apricot, cardamom, cocoa nib, freesia-like flowers in aroma and cup. Sweetly tart with vibrant, juicy acidity; rich, syrupy mouthfeel. The finish leads with notes of lemon and cardamom, rounding to cocoa nib in the long.  -  Notes: Produced by Rigoberto Herrera of Granja La Esperanza entirely of the rare Sudan Rume variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Plat Coffee is a specialty roaster and café in Hong Kong. For more information, visit https://www.platcoffee.com.  -  The Bottom Line:  The rare and admired Sudan Rume variety of Arabica presented in classic washed-process format: deceptively simple, sweetly herbaceous, cocoa-toned, deep.  - ",https://www.coffeereview.com/review/cafe-granja-la-esperanza-sudan-rume/,NA,NA
Hidden Coffee HK,Panama Cantar Dorado Ruisenor,93,"Hong Kong, China","Chiriqui Province, Panama",Light,62/80,HKD $300/100 grams,September 2021,9,8,9,9,8," Hidden Coffee HK  -  Blind Assessment: Richly sweet, elegantly tart. Wisteria, pomegranate, fresh-cut fir, marjoram, orange zest in aroma and cup. Sweet structure with balanced acidity; lively, silky mouthfeel. The finish consolidates to suggestions of fir, marjoram and orange zest.  -  Notes: Produced at Los Cantares estate entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica and processed by the natural method (dried in the whole fruit). Hidden Coffee HK is a specialty nano-roaster and cafe based in Hong Kong. Visit https://www.facebook.com/HiddenCoffeeHK/about/?ref=page_internal for more information.  -  The Bottom Line: A gently fruit-toned, subtly aromatic washed Panama Geisha cup, comfortable and inviting.  - ",https://www.coffeereview.com/review/panama-cantar-dorado-ruisenor/,NA,NA
Hidden Coffee HK,Bolivia Finca El Arcangel,91,"Hong Kong, China","Caranavi, Bolivia",Medium-Light,60/77,HKD $138/100 grams,September 2021,9,8,8,9,7," Hidden Coffee HK  -  Blind Assessment: Crisply sweet, delicately aromatic. Hazelnut, date, tiger lily, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. The wood-framed finish is sweetly nut-toned into the long.  -  Notes: Produced by the Rodriguez family entirely of the Caturra variety of Arabica, and dried in the whole fruit, then finished in a low-temperature electric dryer designed for cacao, a method known as “coco natural” in Bolivia. Hidden Coffee HK is a specialty nano-roaster and cafe based in Hong Kong. Visit https://www.facebook.com/HiddenCoffeeHK/about/?ref=page_internal for more information.  -  The Bottom Line: A friendly, gentle Bolivia cup characterized by richly sweet nut and crisp aromatic wood suggestions.  - ",https://www.coffeereview.com/review/bolivia-finca-el-arcangel/,NA,NA
Mikava Coffee,Marsella Gesha #108 (Innovation Series),93,"McMinnville, Oregon","Risaralda, Colombia",Light,60/82,$21.00/113 grams,September 2021,9,9,8,9,8," Mikava Coffee  -  Blind Assessment: Delicately sweet-tart, fruit-driven. Lychee, raspberry, cocoa nib, honeysuckle, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; crisp, satiny mouthfeel. Finish consolidates to notes of honeysuckle and cocoa nib.  -  Notes: Produced entirely of the Gesha (also spelled Geisha) variety of Arabica and processed in the whole fruit by a complex sequence of fermentations including natural carbonic maceration (whole fruit is fermented in sealed tanks of CO2), before slow sun-drying. Mikava Coffee was founded in 2013 by the father-son team of Paul and Kevin Doyle, who specialize in experimental processing methods designed to bring out the complexity, sweetness and florality in coffee fruit. For more information, visit www.mikava.coffee.  -  The Bottom Line: A balanced, harmonious, subtly original Colombia Gesha cup: fruity, cocoa-toned, delicately floral.  - ",https://www.coffeereview.com/review/marsella-gesha-108-innovation-series/,NA,NA
Mikava Coffee,Santuario Gesha #113 (Innovation Series),93,"McMinnville, Oregon","Risaralda, Colombia",Light,62/80,$21.00/113 grams,September 2021,9,8,9,9,8," Mikava Coffee  -  Blind Assessment: Floral-toned, sweetly fermenty. Ginger blossom, baking chocolate, black cherry, lemon zest, wine barrel in aroma and cup. Sweet-savory structure with brisk acidity; silky, lightly viscous mouthfeel. The spice-toned, floral finish is supported by notes of wine barrel.   -  Notes: Produced entirely of the Gesha (also spelled Geisha) variety of Arabica and processed in the whole fruit by a complex sequence of fermentations including natural carbonic maceration (whole fruit is fermented in sealed tanks of CO2), before slow sun-drying. This coffee was used by gold medal-winner Jinlong Li in the 2021 China Brewers Cup. Mikava Coffee was founded in 2013 by the father-son team of Paul and Kevin Doyle, who specialize in experimental processing methods designed to bring out the complexity, sweetness and florality in coffee fruit. For more information, visit www.mikava.coffee.  -  The Bottom Line: A gently fermenty, spice-toned Colombia Gesha cup with hints of wine barrel supporting complex floral and chocolate suggestions.  - ",https://www.coffeereview.com/review/sanctuario-gesha-113-innovation-series/,NA,NA
Paradise Roasters,Ethiopia Guji Laayoo Natural,95,"Minneapolis, Minnesota","Uraga District, Guji Zone, Ethiopia",Light,64/84,$24.95/12 ounces,August 2021,9,9,9,9,9," Paradise Roasters  -  Blind Assessment: Vibrant, high-toned, delicately fruity. Strawberry guava, pink grapefruit zest, lemon balm, spearmint, cocoa nib in aroma and cup. Balanced, sweetly tart with gently juicy acidity; silky, elegant mouthfeel. Cocoa-driven finish with undertones of citrus and sweet herbs.  -  Notes: Produced by smallholding farmers near the Raro Nansebo Washing Station, from the 4110, 74112 and other local Ethiopia varieties of Arabica, and processed by the natural method (dried in the whole fruit). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: A heady, complex, nuanced natural Ethiopia cup with levity and balance; pairs beautifully with lemony baked goods.  - ",https://www.coffeereview.com/review/ethiopia-guji-laayoo-natural/,NA,NA
